fecha,turbina_vapor,turbina_gas,geotermica,solar,eolica,plantas_hidraulicas,motores_reciprocantes,importaciones_sin,exportaciones_sin,demanda_maxima_sni,subtotal_generacion_sni
24/04/2022,18618.775,49.775,785.505,581.175,358.5975,8103.535,348.5325,5355.3,-4384.7225,1594.4725,28845.895
21/04/2022,21764.49,45.55,394.875,512.775,669.2325,9704.3525,44.410000000000004,5006.51,-2076.3675,1802.4375,33135.685000000005
23/04/2022,21287.725,68.625,712.15,618.785,754.3275,11425.2175,936.495,4219.625,-6808.2474999999995,1676.685,35803.325
27/04/2022,18447.3425,47.5,775.1125000000001,428.355,1321.58,10007.9825,1000.3575,5709.965,-2022.015,1812.6725,32028.23
29/04/2022,18316.2,53.3,782.54,451.52,330.33,11133.91,38.2,5766.7325,-1100.18,1807.8725,31106.0
28/04/2022,18467.495,52.2,780.135,461.56,1039.775,10476.880000000001,652.53,5417.075,-1744.645,1798.3525,31930.575
22/04/2022,21304.07,54.9,460.72,604.58,1080.4275,11491.3925,593.3975,4249.89,-4058.8275,1774.1475,35589.4875
30/04/2022,17323.5175,48.75,785.92,449.255,74.3275,9861.605,186.8375,5618.05,-1279.6325,1690.84,28730.2125
25/04/2022,20616.635,55.4,793.29,506.635,217.67499999999998,11227.0825,476.23,4805.2,-3595.525,1797.03,33892.9475
26/04/2022,19370.085,51.8,770.1825,691.415,760.585,10995.055,774.435,5541.75,-3003.2625000000003,1835.3274999999999,33413.5575
05/05/2022,16372.289999999999,35.4,772.155,617.345,65.685,9999.0125,917.2025,7488.5625,0.0,1841.2649999999999,28779.09
03/05/2022,17356.05,37.5,771.575,609.81,182.9375,9979.05,1608.28,6042.1925,-100.84,1857.53,30545.2025
04/05/2022,16441.355,27.5,770.405,492.28,60.28,10154.6525,748.7225,7981.68,0.0,1873.3574999999998,28695.195
06/05/2022,16677.0,14.1,761.685,600.7,108.3075,10238.07,881.715,7094.33,0.0,1782.5449999999998,29281.5775
02/05/2022,16852.7325,55.0,772.89,521.415,268.495,9053.1525,1484.14,6286.9974999999995,-355.07,1836.425,29007.824999999997
07/05/2022,13676.485,35.625,776.43,775.215,111.9975,10451.82,266.94,7871.7300000000005,0.0,1713.3674999999998,26094.5125
01/05/2022,16084.315,60.0,775.715,515.925,151.615,7942.0,328.13,5404.39,-724.265,1600.4250000000002,25857.7
08/05/2022,13628.99,26.425,764.9599999999999,645.545,168.0775,8120.1125,516.1,7262.7275,-2.11,1622.3975,23870.21
12/05/2022,13834.335000000001,7.5,765.2,547.93,1676.555,9264.38,1636.5475,8457.395,0.0,1809.6950000000002,27732.4475
11/05/2022,14295.055,19.8,753.1175000000001,662.0699999999999,1335.47,9619.45,1734.1,7854.165,0.0,1846.2075,28419.0625
09/05/2022,13992.75,19.225,775.855,619.295,62.64,10696.2125,2458.42,7305.8175,0.0,1846.0,28624.3975
10/05/2022,14230.88,19.5,762.1525,507.92,177.7825,10508.0,2339.835,8046.015,0.0,1811.6125,28546.07
16/05/2022,12418.9625,73.7,753.78,559.3149999999999,965.91,9220.29,1887.33,8970.9825,0.0,1769.7150000000001,25879.2875
14/05/2022,11885.565,20.85,765.3925,698.56,773.1975,9436.7325,30.740000000000002,9591.05,0.0,1692.2925,23611.037500000002
13/05/2022,12815.025,18.75,763.8425,699.96,1118.0275,10756.195,132.53,9238.285,0.0,1779.795,26304.329999999998
17/05/2022,12824.8525,325.755,756.79,652.56,446.065,10030.65,2607.665,8185.135,0.0,1856.93,27644.3375
19/05/2022,12837.0425,0.0,755.2524999999999,471.26,81.3075,11075.355,1917.6499999999999,8805.4225,0.0,1786.9424999999999,27137.8675
18/05/2022,13038.73,320.025,758.8775,441.695,145.0275,10151.3,2387.98,8754.8725,29.3975,1762.2549999999999,27243.635
21/05/2022,11223.61,0.0,808.245,480.46999999999997,113.78,8772.7525,1648.035,10342.0075,0.0,1687.345,23046.8925
20/05/2022,12700.555,0.0,772.4275,309.145,119.22,10199.82,1971.9075,9339.465,0.0,1785.6175,26073.075
15/05/2022,11920.8225,0.0,756.535,636.725,868.2275,6542.64,598.3725000000001,9057.77,0.0,1594.8225,21323.322500000002
22/05/2022,11455.19,0.0,819.1324999999999,390.465,123.535,8396.4525,512.4499999999999,8223.455,-4.22,1540.9175,21697.225
23/05/2022,11439.12,0.0,812.9175,328.14,36.5075,11107.1725,1593.04,8148.675,0.0,1736.8775,25316.897500000003
24/05/2022,11036.6475,6.25,782.87,505.745,64.51,10957.647500000001,1157.115,9456.4475,0.0,1747.4175,24510.785
28/05/2022,5901.8575,16.875,818.5525,367.82,50.6325,17164.745,151.9675,7045.8875,0.0,1566.6875,24472.45
25/05/2022,11137.165,24.325,818.485,267.26,101.015,13022.97,1060.995,8401.5525,0.0,1738.5225,26432.215
29/05/2022,6243.2925000000005,45.525,818.245,496.015,139.07,16105.7375,169.86249999999998,5082.9425,-93.50999999999999,1543.6349999999998,24017.7475
26/05/2022,10661.3025,33.55,816.11,299.645,294.825,14159.245,238.075,8135.765,0.0,1721.3425,26502.752500000002
30/05/2022,7763.245,34.125,802.425,485.825,86.10249999999999,18391.77,156.54999999999998,5974.3025,-222.64,1716.1475,27720.0425
31/05/2022,7496.33,34.375,828.325,404.39750000000004,119.725,18338.6525,19.400000000000002,6198.4725,0.0,1695.8975,27241.205
01/06/2022,5074.9,30.625,819.1375,375.805,257.935,18787.04,1059.425,7645.4075,0.0,1746.6825,26404.8675
02/06/2022,5492.455,18.125,763.78,429.72249999999997,480.1925,18711.3725,308.685,7446.9925,0.0,1712.9825,26204.3325
27/05/2022,9100.185,123.525,756.0275,286.84000000000003,152.6175,15749.7775,369.25,6576.805,-110.38,1663.65,26538.2225
03/06/2022,4921.465,28.75,749.6875,414.175,99.96,18360.4725,1406.425,7934.9175,-12.06,1715.81,25980.935
04/06/2022,3894.98,39.175,774.9625,481.885,30.712500000000002,18594.9875,284.035,7992.2625,-10.06,1620.57,24100.7375
06/06/2022,6632.83,23.79,836.9725,297.27,71.1075,16678.205,430.0075,8044.56,-38.95,1687.97,24970.182500000003
08/06/2022,5853.225,0.0,818.25,538.095,72.7875,22217.1675,117.4375,4829.1475,-180.77,1761.07,29616.9625
05/06/2022,5260.79,30.925,747.4775,298.68,63.7125,16021.8225,19.200000000000003,7221.44,-143.61,1539.7425,22442.607500000002
12/06/2022,5162.13,20.0,838.8125,629.305,277.92,19881.98,243.15,2417.8475,-867.1525,1532.4524999999999,27053.2975
09/06/2022,5938.045,0.0,838.75,306.255,290.27750000000003,23906.7025,139.115,2303.245,-461.655,1710.4399999999998,31419.145
11/06/2022,5761.7,15.0,836.48,527.335,323.57,21919.875,466.675,2838.015,-1001.7875,1599.89,29850.635
10/06/2022,4079.21,0.0,841.0749999999999,335.32,254.67249999999999,23909.5475,68.825,4760.885,-816.4,1730.305,29488.65
07/06/2022,5322.86,0.0,827.44,204.61499999999998,51.1875,18938.5825,22.942500000000003,8170.0025000000005,0.0,1740.745,25367.6275
13/06/2022,5104.6825,34.0,841.83,442.085,204.29,23887.66,13.100000000000001,3677.9025,-893.715,1741.4049999999997,30527.6475
16/06/2022,5406.705,37.08,812.96,266.125,1195.2825,26066.732500000002,970.4775000000001,921.05,-1846.2075,1720.85,34755.3625
14/06/2022,4218.2525,35.0,836.7275,311.25,116.5825,25787.65,14.0,3526.7875,-1234.94,1717.075,31319.4625
15/06/2022,4479.18,30.075,820.5825,387.2,1155.3,25634.6175,13.600000000000001,1814.2350000000001,-927.035,1729.875,32520.555
17/06/2022,5912.905,32.5,834.3525,411.5,854.1625,24999.1,1094.0525,1504.35,-2139.0775,1695.42,34138.572499999995
20/06/2022,2709.24,28.55,813.94,407.5975,90.5125,27126.9825,1005.6424999999999,2138.8825,-1477.4,1667.0125,32182.464999999997
19/06/2022,2314.025,25.625,812.8325,364.995,135.5,24635.9575,4.0,2226.58,-2063.5225,1511.7900000000002,28292.935
18/06/2022,3422.79,32.5,825.9825,323.71999999999997,166.665,25868.3975,28.89,1544.795,-1280.7125,1576.415,30668.945
22/06/2022,2382.975,70.4,817.5175,558.0649999999999,1372.0875,27742.365,318.04499999999996,2151.1325,-1652.495,1733.6375,33261.455
26/06/2022,2723.6,40.5,650.0675,438.4675,334.5625,24796.96,286.75,1458.225,-2270.1075,1507.895,29270.907499999998
21/06/2022,2795.785,35.75,820.48,290.825,291.6325,28011.3375,96.7325,2929.7975,-1570.1399999999999,1704.545,32342.5425
27/06/2022,2585.92,27.5,834.34,536.49,965.8050000000001,25810.43,147.9225,3092.545,-1278.13,1734.09,30908.4075
25/06/2022,2449.8,57.45,824.8525,450.965,609.2325,27619.4,61.3,1480.1275,-1915.3575,1592.9775,32073.0
23/06/2022,2388.12,27.875,820.115,704.185,1690.5625,27677.627500000002,195.91,2301.32,-1886.08,1710.8125,33504.395000000004
30/06/2022,2901.4375,47.5,796.21,618.39,1583.5075,23328.982500000002,131.1,4981.3550000000005,-570.5,1762.1699999999998,29407.127500000002
24/06/2022,2644.82,36.4,823.7574999999999,588.175,1116.0875,27082.9425,251.82250000000002,2711.64,-1666.73,1704.0775,32544.005
28/06/2022,2679.64,40.4,817.745,744.955,1106.1875,25486.895,469.225,3655.2175,-1089.49,1736.4325000000001,31345.0475
29/06/2022,2554.6475,32.5,810.0725,709.66,1799.255,23944.7425,155.955,4566.275,-487.84000000000003,1771.33,30006.8325
07/07/2022,2627.395,24.349999999999998,511.0725,563.84,1119.89,25934.02,9.0,4624.4575,-748.47,1759.4575,30789.5675
01/07/2022,3236.2200000000003,47.25,803.32,734.35,1724.19,22533.83,160.03,4775.84,-575.615,1717.1725,29239.190000000002
02/07/2022,3207.0,42.5,800.6949999999999,500.74,2013.98,20941.5925,709.015,3418.87,-1066.32,1560.3575,28215.5225
03/07/2022,1582.5,0.0,764.4449999999999,342.865,550.785,22873.5925,0.0,1876.3375,-478.1975,1504.785,26114.1875
04/07/2022,1859.2,12.2,811.6325,519.68,1556.7,23798.22,2.2,1699.9,-1150.87,1617.9325000000001,28559.8325
06/07/2022,3258.455,83.0,805.1575,381.1,840.64,24953.212499999998,187.83499999999998,4441.4025,-809.4225,1700.41,30509.399999999998
08/07/2022,2743.2799999999997,2.4,636.32,740.1575,1869.9975,24674.232500000002,48.215,4263.3075,-1041.91,1742.3025,30714.6025
05/07/2022,3528.6,48.45,812.36,708.66,1350.27,22581.5525,1539.97,3338.8075,-606.2325,1745.1775,30569.862500000003
10/07/2022,3188.5,116.83,662.1525,609.135,1021.0825,20220.9475,2560.275,1834.3975,-255.78,1583.0075,28378.922499999997
09/07/2022,3101.95,0.0,638.5175,700.98,1430.5475,23839.5625,414.855,3241.195,-895.615,1689.1499999999999,30126.4125
14/07/2022,4957.775000000001,0.0,822.8625,668.02,457.8625,23625.315,128.75,4054.5125,-376.955,1717.9325000000001,30660.585
15/07/2022,3887.96,0.0,639.8,631.0699999999999,934.6375,24112.78,3.0,4024.08,-160.98499999999999,1722.295,30209.247499999998
12/07/2022,3636.63,0.0,845.4725,718.2725,291.1225,22725.8425,0.0,6542.825,-55.1,1789.4550000000002,28217.34
11/07/2022,5012.77,0.0,844.315,405.09499999999997,470.745,22092.0575,1350.63,4174.7825,-372.69,1740.645,30175.6125
16/07/2022,4014.265,0.0,632.96,415.42,1479.0375,23662.4975,28.15,2615.4125,-500.56,1646.1725,30232.33
13/07/2022,5791.22,0.0,821.62,471.485,410.6875,22687.1875,1215.0575000000001,3659.275,-342.89,1758.8925,31397.2575
18/07/2022,7683.305,322.70000000000005,823.4925000000001,710.745,1365.0675,19912.91,2006.78,2183.1275,-772.2,1800.895,32825.0
17/07/2022,4729.75,0.0,656.5125,611.79,1594.85,21275.2875,0.0,1182.1375,-513.8000000000001,1589.29,28868.19
19/07/2022,6180.95,45.1,826.6475,481.255,1726.1475,22298.6025,488.85749999999996,3536.055,-215.22,1757.335,32047.56
21/07/2022,9383.985,0.0,841.975,584.945,567.71,21624.9125,657.67,2562.3225,-1221.5025,1740.15,33661.1975
24/07/2022,4468.6625,0.0,829.3825,676.1175000000001,829.9375,22320.88,0.0,1150.055,-997.6575,1558.0725,29124.980000000003
20/07/2022,6023.599999999999,0.0,830.955,740.89,1571.375,22743.5725,5.5,3500.82,-268.62,1797.06,31915.892499999998
22/07/2022,8347.745,0.0,828.0550000000001,613.365,1273.865,20587.1825,564.0,2868.4474999999998,-292.33,1708.705,32214.2125
23/07/2022,5133.135,0.0,847.105,282.25,898.73,22600.0425,16.0,3087.06,-641.1,1605.1375,29777.2625
27/07/2022,6724.205,0.0,820.5675,317.595,298.46500000000003,25802.375,48.95,1927.0375,-1158.8,1752.1225,34012.1575
29/07/2022,6687.095,0.0,611.4975,474.14000000000004,901.63,25812.9675,273.20500000000004,723.2625,-1495.275,1729.98,34760.534999999996
25/07/2022,5398.6475,0.0,837.9775,578.3675000000001,949.155,25423.5425,87.2575,1559.6975,-1240.2775,1764.9174999999998,33274.9475
26/07/2022,7234.2300000000005,0.0,841.6949999999999,598.155,677.87,25857.895,271.42,1434.8375,-1834.72,1780.72,35481.265
01/08/2022,4235.43,12.8875,774.2825,674.115,1801.485,23815.1275,36.975,2719.1525,-449.505,1722.3625,31350.302499999998
28/07/2022,5236.6025,0.0,822.1725,450.935,391.83000000000004,26522.53,72.995,2225.3225,-1387.8,1761.5275,33497.065
30/07/2022,4210.99,1.875,760.3149999999999,636.25,859.49,25291.965,74.80000000000001,1765.1475,-1143.9175,1652.5875,31835.685
31/07/2022,3420.2999999999997,0.0,804.8,481.565,1713.94,22909.165,0.0,1458.9950000000001,-1242.7,1539.7375,29329.77
03/08/2022,4610.115,0.0,792.8725,704.165,1589.7125,25827.9425,0.3,2041.8325,-667.05,1793.055,33525.1075
04/08/2022,5339.475,45.1,826.2625,621.58,964.6899999999999,25283.2775,103.93,2977.9675,-916.7325,1779.125,33184.315
07/08/2022,3151.795,0.0,807.8525,585.305,1499.695,21998.8025,0.0,1946.99,-598.8,1582.615,28043.45
02/08/2022,3866.195,0.0,784.465,601.37,2077.7225,24431.2,5.0,3292.3,-506.24,1756.055,31765.9525
06/08/2022,4274.755,0.0,825.02,554.975,1244.4175,22822.385,1.6,3286.2825,-621.37,1604.72,29723.1525
05/08/2022,6482.2,0.0,822.4125,479.52,1223.5075,23041.5525,330.37,3525.9425,-1053.1425,1742.4175,32379.5625
09/08/2022,5135.1825,2.5,825.6899999999999,487.335,1015.1825,25718.8725,36.305,2799.7799999999997,-1067.82,1767.4325000000001,33221.067500000005
08/08/2022,4632.905,11.875,818.04,437.135,1481.26,25507.31,12.47,2537.7925,-1255.325,1766.8974999999998,32900.995
12/08/2022,4390.6,0.0,833.205,486.31,82.05250000000001,28501.0375,121.6425,1594.305,-1743.955,1705.99,34414.847499999996
16/08/2022,5327.54,0.0,826.71,580.275,20.1025,25762.11,175.22500000000002,2393.2675,-1319.145,1756.3674999999998,32691.9625
10/08/2022,4100.86,0.0,831.4225,681.055,410.595,26810.55,124.665,3009.2775,-1190.6799999999998,1759.56,32959.1475
11/08/2022,4322.035,0.0,826.065,727.125,243.3175,27623.75,219.465,2363.0375,-1681.18,1726.0349999999999,33961.7575
15/08/2022,3898.87,0.0,824.27,502.83500000000004,33.245,25047.73,52.2425,1147.475,-1072.385,1641.9975,30359.1925
18/08/2022,4269.98,0.0,807.7975,608.42,87.755,27482.6275,21.8775,2581.585,-968.8649999999999,1761.9424999999999,33278.4575
17/08/2022,6168.8775000000005,0.0,835.2775,267.015,174.79500000000002,25477.915,7.6000000000000005,2754.48,-1135.4475,1738.0425000000002,32931.48
14/08/2022,5081.865,0.0,831.2375,435.705,140.665,24431.4375,355.96,243.1,-2622.69,1517.4575,31276.87
13/08/2022,3839.8824999999997,0.0,832.075,512.16,72.91499999999999,27884.185,63.535000000000004,393.08,-1855.8400000000001,1630.7475,33204.7525
21/08/2022,3147.82,0.0,814.2175,774.375,897.3625,24078.415,20.224999999999998,885.8100000000001,-955.2049999999999,1555.0225,29732.415
23/08/2022,6092.515,9.8,825.775,462.45,234.7525,23190.485,1098.495,3938.575,-650.6800000000001,1762.165,31914.2725
20/08/2022,4417.93,0.0,826.8375,476.75,762.4449999999999,25531.045000000002,24.5,1544.9850000000001,-756.34,1644.345,32039.507500000003
24/08/2022,6165.0375,0.0,831.555,436.895,84.1525,24504.614999999998,229.19,3490.5,-563.1025,1743.2625,32251.445
19/08/2022,5276.84,0.0,802.7775,661.77,434.6575,27376.49,15.11,1804.415,-1142.3500000000001,1777.0925000000002,34567.645000000004
22/08/2022,5455.0175,3.75,822.1275,516.51,541.58,24597.5525,588.665,2630.435,-946.81,1778.2399999999998,32525.202500000003
26/08/2022,4468.025,0.0,820.67,737.365,69.2425,26258.4825,25.15,3176.7725,-865.5999999999999,1758.9275,32378.934999999998
28/08/2022,4500.95,34.525,822.4575,496.06,75.0675,24292.5625,15.3,132.585,-1290.4275,1559.0825,30236.9225
30/08/2022,5536.2625,110.2,826.8925,400.725,60.33,25357.7125,965.6175000000001,1847.9025,-341.8,1748.4925000000003,33257.74
25/08/2022,4981.875,0.0,830.0975,612.01,174.37,24674.515,20.725,3775.9625,-709.96,1739.8325000000002,31293.5925
01/09/2022,5193.7325,40.435,829.335,460.97,128.8675,25411.825,22.125,2541.08,-364.135,1711.3075,32087.29
29/08/2022,5380.145,38.335,826.5,578.9,53.2925,24364.7975,98.45,2832.4125,-462.2025,1737.3325,31340.420000000002
27/08/2022,4551.695,19.6,811.755,596.29,164.1875,25143.0975,27.599999999999998,2316.455,-1173.9825,1658.3574999999998,31314.225
03/09/2022,3383.47,0.0,822.245,178.265,26.8525,26986.7625,27.96,406.7525,-949.365,1597.395,31425.555
31/08/2022,5266.2625,88.50999999999999,819.7125,359.21500000000003,85.015,24737.255,181.615,3845.845,-639.4975,1749.485,31537.585
02/09/2022,4225.0425,29.85,825.655,481.625,77.64750000000001,26488.087499999998,17.65,1867.7649999999999,-311.46500000000003,1704.18,32145.5575
05/09/2022,4920.81,37.26,815.255,483.235,52.275,26940.1,397.03,880.3375,-787.5625,1749.2875,33645.965
06/09/2022,4917.2375,27.275,812.7675,534.22,32.675000000000004,28417.285,277.08,1019.7475,-1020.915,1764.55,35018.54
07/09/2022,4952.165,38.87,812.6775,641.66,28.279999999999998,28698.9375,194.07999999999998,1283.37,-1378.155,1776.1575,35366.67
11/09/2022,3371.0875,5.52,811.585,304.06,36.269999999999996,26196.16,52.8025,144.055,-1957.4325,1540.3225,30777.485
04/09/2022,3267.965,0.0,818.0550000000001,82.685,195.05,25595.415,20.185000000000002,8.719999999999999,-1512.47,1542.665,29979.355
12/09/2022,4336.97,33.125,815.5475,469.205,64.05,28170.93,156.4,1381.245,-1418.915,1769.08,34046.2275
10/09/2022,3469.545,22.325,804.3075,203.26,41.02,28601.697500000002,118.5625,641.81,-1540.3475,1615.52,33260.7175
15/09/2022,3328.625,8.175,777.28,227.09,46.42,27328.095,39.75,913.6324999999999,-1325.0349999999999,1634.8625000000002,31755.435
08/09/2022,4435.2425,36.7025,814.1575,605.615,65.52,28754.267499999998,126.045,1704.585,-1204.18,1759.0849999999998,34837.549999999996
09/09/2022,4734.655,39.745,803.6675,737.76,54.449999999999996,28908.65,84.3625,1388.755,-1774.915,1746.08,35363.29
13/09/2022,5732.97,57.55,820.2,559.635,51.0175,26328.9475,924.015,1378.845,-1368.69,1710.3700000000001,34474.335
19/09/2022,2257.7075,23.57,820.33,359.35,111.41,27982.0375,558.6525,2211.9575,-1040.375,1740.505,32113.0575
14/09/2022,3850.73,27.5,827.4425,261.16,142.595,28363.5425,143.905,1682.0900000000001,-745.68,1700.6200000000001,33616.875
16/09/2022,3994.895,32.56,812.1325,426.755,42.0325,28495.855,110.4325,625.7574999999999,-1273.2375,1693.22,33914.6625
17/09/2022,1879.35,45.25,825.9225,202.565,62.5675,28348.105,539.615,637.74,-1366.485,1618.255,31903.375
18/09/2022,1661.75,6.875,822.305,170.505,21.345,26364.3975,57.095,813.9,-1370.1200000000001,1517.2725,29104.2725
20/09/2022,2222.08,24.025,820.5925,355.175,27.555,28759.5425,147.76749999999998,3139.4700000000003,-1168.54,1750.1175,32356.7375
24/09/2022,2197.01,6.15,816.34,363.695,421.2075,29288.585,166.2,575.2675,-1664.5575,1640.005,33259.1875
21/09/2022,2043.22,29.8,822.3100000000001,89.045,165.275,29479.72,129.7,2884.615,-975.83,1764.0774999999999,32759.07
22/09/2022,2225.31,37.0,826.74,197.305,296.265,29448.495,99.0,2776.5325,-1291.035,1741.4375,33130.115
23/09/2022,2378.56,51.2,818.515,282.59,158.9475,29161.72,323.405,2218.455,-1240.705,1741.6775,33174.9375
28/09/2022,2429.885,0.0,805.6800000000001,579.905,354.91,29243.0625,177.63750000000002,2739.4775,-1472.065,1797.0,33591.08
25/09/2022,1714.24,8.75,812.63,153.31,126.655,27073.1,18.645,409.2925,-1013.385,1560.4750000000001,29907.329999999998
27/09/2022,2544.585,0.0,807.2075,375.24,77.3075,28962.86,417.805,2535.7725,-1262.705,1784.6975,33185.005
29/09/2022,2603.715,0.0,804.415,356.615,376.84499999999997,29424.4225,199.49,2330.9249999999997,-1272.89,1766.1425,33765.5025
26/09/2022,2335.275,0.0,829.29,243.255,10.77,28783.287500000002,125.28,2653.265,-992.49,1752.47,32327.1575
30/09/2022,1860.45,0.0,812.2475,403.06,414.1675,28797.065,50.6,2633.34,-1416.5125,1711.74,32337.59
02/10/2022,1572.0,27.5,726.0975,401.195,314.7375,25506.865,42.440000000000005,1322.11,-933.8299999999999,1525.79,28590.835000000003
05/10/2022,2466.36,0.0,815.01,662.81,1031.955,27393.52,38.7,3447.875,-852.4325,1802.9575,32408.355
04/10/2022,2068.01,17.5,810.9549999999999,640.72,782.995,27956.0125,79.16250000000001,3406.21,-834.22,1794.315,32355.355
06/10/2022,1984.4499999999998,0.0,815.085,682.23,1716.45,26725.525,28.7,4056.525,-856.8299999999999,1779.4475000000002,31952.440000000002
03/10/2022,2142.1,32.5,797.6075,375.98,572.37,27317.62,63.215,3027.8375,-777.5274999999999,1776.0975000000003,31301.392499999998
01/10/2022,1572.01,0.0,824.6075,291.765,196.365,28136.225,37.535000000000004,1417.4125,-961.93,1600.2,31058.5075
08/10/2022,1841.71,0.0,784.9325,484.53999999999996,1899.3975,25880.5675,125.5,1633.15,-985.48,1645.9925,31016.647500000003
10/10/2022,2886.405,926.875,703.38,87.7,498.83,20195.945,4645.24,2742.9575,-974.1475,1680.665,29944.375
07/10/2022,2347.91,0.0,801.1675,659.385,1932.2725,25176.465,85.77000000000001,4096.215,-496.945,1757.8575,31002.97
11/10/2022,6871.4800000000005,0.0,716.28,546.715,24.57,21872.36,252.9525,3768.4025,-98.08,1785.5275,30284.357500000002
14/10/2022,5787.2625,0.0,484.1575,357.85,34.5025,26813.815,121.55,2396.285,-1289.2675,1773.39,33599.1375
12/10/2022,6679.79,0.0,725.2975,471.565,29.7025,24104.905,96.93,3015.0575,-356.37,1829.15,32108.19
09/10/2022,1572.0,0.0,717.605,210.52,1338.49,26659.935,0.0,280.225,-2115.07,1521.6550000000002,30498.550000000003
13/10/2022,6199.4675,0.0,398.0125,279.39,42.19,26204.445,34.2325,2676.2775,-921.635,1792.2924999999998,33157.7375
18/10/2022,5840.24,0.0,574.345,665.51,14.51,26902.5525,138.91750000000002,1797.665,-799.965,1799.075,34136.075000000004
15/10/2022,4928.18,0.0,533.5775,427.515,218.445,26986.99,94.5,1101.505,-1532.22,1660.8275,33189.207500000004
21/10/2022,3886.365,0.0,536.8375,259.3,992.4200000000001,27127.21,160.2075,1526.0925,-1360.2024999999999,1716.2050000000002,32962.34
16/10/2022,3594.65,0.0,559.7275,481.64,121.71000000000001,25127.625,61.199999999999996,775.24,-1841.5975,1544.2975,29946.5525
17/10/2022,4660.61,0.0,557.2375,396.22,24.5325,26760.024999999998,148.345,2104.5725,-1081.93,1763.9475,32546.969999999998
20/10/2022,3791.52,0.0,602.65,331.735,1224.56,26296.525,145.37,1238.3175,-1426.7825,1656.385,32392.36
23/10/2022,3206.6075,10.5,539.205,148.42000000000002,434.8,25671.535,134.7875,401.05,-1995.6025,1532.9299999999998,30145.855
19/10/2022,6309.7175,0.0,587.145,552.71,183.885,25510.305,669.8175,2138.595,-1109.5,1769.2750000000003,33813.58
22/10/2022,3221.38,0.0,558.88,331.375,580.26,27643.805,77.175,570.8875,-1760.8275,1617.185,32412.875
24/10/2022,5199.4,0.0,547.255,393.61,235.30749999999998,27299.845,323.0925,1878.1475,-1837.9650000000001,1803.9299999999998,33998.51
27/10/2022,4771.1925,0.0,625.3475,256.13,515.68,24341.04,31.36,4856.7675,-300.3475,1826.1325000000002,30540.75
25/10/2022,3814.9,793.01,537.1,633.9,45.86,25862.1125,2974.835,2339.4425,-1608.46,1864.6775,34661.7175
28/10/2022,5363.99,0.0,776.1675,716.25,710.9925,23354.125,40.7,4352.8525,-1032.3899999999999,1748.5325,30962.225
29/10/2022,5183.805,0.0,780.135,679.64,1033.0675,22107.24,19.200000000000003,4192.9425,-1844.905,1665.4050000000002,29803.0875
26/10/2022,4269.0599999999995,432.74,556.1725,458.125,503.2675,24951.795,1706.675,3640.815,-661.71,1817.9600000000003,32877.835
02/11/2022,5542.5475,15.0,796.495,577.5649999999999,639.915,20726.03,815.9699999999999,5329.1475,-998.675,1775.63,29113.5225
31/10/2022,6252.0,0.0,791.6625,709.04,1037.13,20421.705,31.000000000000004,3179.13,-1088.115,1668.6799999999998,29242.537500000002
04/11/2022,6714.1625,0.0,814.0975,330.28,36.5225,21258.184999999998,901.1850000000001,5316.21,-431.79,1777.65,30054.4325
30/10/2022,4949.6175,0.0,782.245,614.66,1423.23,20496.56,18.95,2322.99,-1444.555,1527.8374999999999,28285.2625
03/11/2022,6571.4175,0.0,818.1775,364.195,131.195,21033.465,2519.945,4851.925,-976.61,1804.2649999999999,31438.395
01/11/2022,3506.085,0.0,808.5175,699.4200000000001,1284.6925,19587.85,19.200000000000003,3585.5675,-949.95,1539.1274999999998,25905.765
05/11/2022,7383.7175,0.0,818.635,427.795,68.34,20599.38,722.1949999999999,4482.625,-1660.8799999999999,1685.9975,30020.0625
08/11/2022,7369.845,0.0,812.7925,529.01,1064.97,20571.0025,294.855,5522.875,-2297.305,1789.0375000000001,30642.475
07/11/2022,8464.915,0.0,821.425,371.39,734.3975,19707.34,83.10000000000001,5309.8325,-1875.28,1756.4699999999998,30182.5675
11/11/2022,9750.23,10.5,841.0825,634.485,76.14,18903.0475,1713.685,5377.79,-2370.49,1765.1399999999999,31929.170000000002
06/11/2022,5623.8525,0.0,810.1575,403.625,91.53,19340.105,42.5,5457.3,-2323.46,1569.76,26311.77
10/11/2022,8097.285,0.0,845.0775,617.055,205.89,21213.920000000002,26.2,5695.225,-1834.73,1784.1000000000001,31005.4275
12/11/2022,9137.395,0.0,838.9125,623.985,173.29749999999999,18436.5,494.84000000000003,4341.33,-1734.48,1688.1875,29704.93
15/11/2022,9993.295,45.1,810.775,661.3000000000001,1474.46,18725.885,794.94,4163.84,-1723.94,1828.0025,32505.754999999997
09/11/2022,7176.49,68.0,834.52,546.6999999999999,969.5475,21060.075,23.900000000000002,5641.9525,-2318.225,1785.7475000000002,30679.232500000002
13/11/2022,7309.025,0.0,831.4,518.14,2004.6599999999999,18132.38,13.700000000000001,3059.1,-2701.4825,1546.455,28809.305
17/11/2022,10354.13,45.2,814.4775,491.21,2346.325,19049.325,285.12,4077.22,-2606.01,1792.405,33385.7875
14/11/2022,8330.5,0.0,826.41,634.86,1736.0925,19129.6375,16.2,4617.915,-1622.135,1790.82,30673.7
16/11/2022,10239.5075,0.0,802.8625,572.285,2328.285,18462.895,19.200000000000003,4731.1725,-2111.26,1800.865,32425.035
